condition,training_seed,global_step,initial_state,final_state,return,steps,illegal_pickup_dropoff,success,terminated,truncated
zeros,0,20000,1,21,-200.0,200,0,False,False,True
zeros,0,20000,2,22,-200.0,200,0,False,False,True
zeros,0,20000,3,23,-200.0,200,0,False,False,True
zeros,0,20000,4,24,-200.0,200,0,False,False,True
zeros,0,20000,6,26,-200.0,200,0,False,False,True
zeros,0,20000,7,27,-200.0,200,0,False,False,True
zeros,0,20000,8,28,-200.0,200,0,False,False,True
zeros,0,20000,9,29,-200.0,200,0,False,False,True
zeros,0,20000,11,31,-200.0,200,0,False,False,True
zeros,0,20000,12,32,-200.0,200,0,False,False,True
zeros,0,20000,13,33,-200.0,200,0,False,False,True
zeros,0,20000,14,34,-200.0,200,0,False,False,True
zeros,0,20000,21,21,-200.0,200,0,False,False,True
zeros,0,20000,22,22,-200.0,200,0,False,False,True
zeros,0,20000,23,23,-200.0,200,0,False,False,True
zeros,0,20000,24,24,-200.0,200,0,False,False,True
zeros,0,20000,26,26,-200.0,200,0,False,False,True
zeros,0,20000,27,27,-200.0,200,0,False,False,True
zeros,0,20000,28,28,-200.0,200,0,False,False,True
zeros,0,20000,29,29,-200.0,200,0,False,False,True
zeros,0,20000,31,31,-200.0,200,0,False,False,True
zeros,0,20000,32,32,-200.0,200,0,False,False,True
zeros,0,20000,33,33,-200.0,200,0,False,False,True
zeros,0,20000,34,34,-200.0,200,0,False,False,True
zeros,0,20000,41,81,-200.0,200,0,False,False,True
zeros,0,20000,42,82,-200.0,200,0,False,False,True
zeros,0,20000,43,83,-200.0,200,0,False,False,True
zeros,0,20000,44,84,-200.0,200,0,False,False,True
zeros,0,20000,46,86,-200.0,200,0,False,False,True
zeros,0,20000,47,87,-200.0,200,0,False,False,True
zeros,0,20000,48,88,-200.0,200,0,False,False,True
zeros,0,20000,49,89,-200.0,200,0,False,False,True
zeros,0,20000,51,91,-200.0,200,0,False,False,True
zeros,0,20000,52,92,-200.0,200,0,False,False,True
zeros,0,20000,53,93,-200.0,200,0,False,False,True
zeros,0,20000,54,94,-200.0,200,0,False,False,True
zeros,0,20000,61,81,-200.0,200,0,False,False,True
zeros,0,20000,62,82,-200.0,200,0,False,False,True
zeros,0,20000,63,83,-200.0,200,0,False,False,True
zeros,0,20000,64,84,-200.0,200,0,False,False,True
zeros,0,20000,66,86,-200.0,200,0,False,False,True
zeros,0,20000,67,87,-200.0,200,0,False,False,True
zeros,0,20000,68,88,-200.0,200,0,False,False,True
zeros,0,20000,69,89,-200.0,200,0,False,False,True
zeros,0,20000,71,91,-200.0,200,0,False,False,True
zeros,0,20000,72,92,-200.0,200,0,False,False,True
zeros,0,20000,73,93,-200.0,200,0,False,False,True
zeros,0,20000,74,94,-200.0,200,0,False,False,True
zeros,0,20000,81,81,-200.0,200,0,False,False,True
zeros,0,20000,82,82,-200.0,200,0,False,False,True
zeros,0,20000,83,83,-200.0,200,0,False,False,True
zeros,0,20000,84,84,-200.0,200,0,False,False,True
zeros,0,20000,86,86,-200.0,200,0,False,False,True
zeros,0,20000,87,87,-200.0,200,0,False,False,True
zeros,0,20000,88,88,-200.0,200,0,False,False,True
zeros,0,20000,89,89,-200.0,200,0,False,False,True
zeros,0,20000,91,91,-200.0,200,0,False,False,True
zeros,0,20000,92,92,-200.0,200,0,False,False,True
zeros,0,20000,93,93,-200.0,200,0,False,False,True
zeros,0,20000,94,94,-200.0,200,0,False,False,True
zeros,0,20000,101,121,-200.0,200,0,False,False,True
zeros,0,20000,102,122,-200.0,200,0,False,False,True
zeros,0,20000,103,123,-200.0,200,0,False,False,True
zeros,0,20000,104,124,-200.0,200,0,False,False,True
zeros,0,20000,106,126,-200.0,200,0,False,False,True
zeros,0,20000,107,127,-200.0,200,0,False,False,True
zeros,0,20000,108,128,-200.0,200,0,False,False,True
zeros,0,20000,109,129,-200.0,200,0,False,False,True
zeros,0,20000,111,131,-200.0,200,0,False,False,True
zeros,0,20000,112,132,-200.0,200,0,False,False,True
zeros,0,20000,113,133,-200.0,200,0,False,False,True
zeros,0,20000,114,134,-200.0,200,0,False,False,True
zeros,0,20000,121,121,-200.0,200,0,False,False,True
zeros,0,20000,122,122,-200.0,200,0,False,False,True
zeros,0,20000,123,123,-200.0,200,0,False,False,True
zeros,0,20000,124,124,-200.0,200,0,False,False,True
zeros,0,20000,126,126,-200.0,200,0,False,False,True
zeros,0,20000,127,127,-200.0,200,0,False,False,True
zeros,0,20000,128,128,-200.0,200,0,False,False,True
zeros,0,20000,129,129,-200.0,200,0,False,False,True
zeros,0,20000,131,131,-200.0,200,0,False,False,True
zeros,0,20000,132,132,-200.0,200,0,False,False,True
zeros,0,20000,133,133,-200.0,200,0,False,False,True
zeros,0,20000,134,134,-200.0,200,0,False,False,True
zeros,0,20000,141,181,-200.0,200,0,False,False,True
zeros,0,20000,142,182,-200.0,200,0,False,False,True
zeros,0,20000,143,183,-200.0,200,0,False,False,True
zeros,0,20000,144,184,-200.0,200,0,False,False,True
zeros,0,20000,146,186,-200.0,200,0,False,False,True
zeros,0,20000,147,187,-200.0,200,0,False,False,True
zeros,0,20000,148,188,-200.0,200,0,False,False,True
zeros,0,20000,149,189,-200.0,200,0,False,False,True
zeros,0,20000,151,191,-200.0,200,0,False,False,True
zeros,0,20000,152,192,-200.0,200,0,False,False,True
zeros,0,20000,153,193,-200.0,200,0,False,False,True
zeros,0,20000,154,194,-200.0,200,0,False,False,True
zeros,0,20000,161,181,-200.0,200,0,False,False,True
zeros,0,20000,162,182,-200.0,200,0,False,False,True
zeros,0,20000,163,183,-200.0,200,0,False,False,True
zeros,0,20000,164,184,-200.0,200,0,False,False,True
zeros,0,20000,166,186,-200.0,200,0,False,False,True
zeros,0,20000,167,187,-200.0,200,0,False,False,True
zeros,0,20000,168,188,-200.0,200,0,False,False,True
zeros,0,20000,169,189,-200.0,200,0,False,False,True
zeros,0,20000,171,191,-200.0,200,0,False,False,True
zeros,0,20000,172,192,-200.0,200,0,False,False,True
zeros,0,20000,173,193,-200.0,200,0,False,False,True
zeros,0,20000,174,194,-200.0,200,0,False,False,True
zeros,0,20000,181,181,-200.0,200,0,False,False,True
zeros,0,20000,182,182,-200.0,200,0,False,False,True
zeros,0,20000,183,183,-200.0,200,0,False,False,True
zeros,0,20000,184,184,-200.0,200,0,False,False,True
zeros,0,20000,186,186,-200.0,200,0,False,False,True
zeros,0,20000,187,187,-200.0,200,0,False,False,True
zeros,0,20000,188,188,-200.0,200,0,False,False,True
zeros,0,20000,189,189,-200.0,200,0,False,False,True
zeros,0,20000,191,191,-200.0,200,0,False,False,True
zeros,0,20000,192,192,-200.0,200,0,False,False,True
zeros,0,20000,193,193,-200.0,200,0,False,False,True
zeros,0,20000,194,194,-200.0,200,0,False,False,True
zeros,0,20000,201,281,-200.0,200,0,False,False,True
zeros,0,20000,202,282,-200.0,200,0,False,False,True
zeros,0,20000,203,283,-200.0,200,0,False,False,True
zeros,0,20000,204,284,-200.0,200,0,False,False,True
zeros,0,20000,206,286,-200.0,200,0,False,False,True
zeros,0,20000,207,287,-200.0,200,0,False,False,True
zeros,0,20000,208,288,-200.0,200,0,False,False,True
zeros,0,20000,209,289,-200.0,200,0,False,False,True
zeros,0,20000,211,291,-200.0,200,0,False,False,True
zeros,0,20000,212,292,-200.0,200,0,False,False,True
zeros,0,20000,213,293,-200.0,200,0,False,False,True
zeros,0,20000,214,294,-200.0,200,0,False,False,True
zeros,0,20000,221,281,-200.0,200,0,False,False,True
zeros,0,20000,222,282,-200.0,200,0,False,False,True
zeros,0,20000,223,283,-200.0,200,0,False,False,True
zeros,0,20000,224,284,-200.0,200,0,False,False,True
zeros,0,20000,226,286,-200.0,200,0,False,False,True
zeros,0,20000,227,287,-200.0,200,0,False,False,True
zeros,0,20000,228,288,-200.0,200,0,False,False,True
zeros,0,20000,229,289,-200.0,200,0,False,False,True
zeros,0,20000,231,291,-200.0,200,0,False,False,True
zeros,0,20000,232,292,-200.0,200,0,False,False,True
zeros,0,20000,233,293,-200.0,200,0,False,False,True
zeros,0,20000,234,294,-200.0,200,0,False,False,True
zeros,0,20000,241,281,-200.0,200,0,False,False,True
zeros,0,20000,242,282,-200.0,200,0,False,False,True
zeros,0,20000,243,283,-200.0,200,0,False,False,True
zeros,0,20000,244,284,-200.0,200,0,False,False,True
zeros,0,20000,246,286,-200.0,200,0,False,False,True
zeros,0,20000,247,287,-200.0,200,0,False,False,True
zeros,0,20000,248,288,-200.0,200,0,False,False,True
zeros,0,20000,249,289,-200.0,200,0,False,False,True
zeros,0,20000,251,291,-200.0,200,0,False,False,True
zeros,0,20000,252,292,-200.0,200,0,False,False,True
zeros,0,20000,253,293,-200.0,200,0,False,False,True
zeros,0,20000,254,294,-200.0,200,0,False,False,True
zeros,0,20000,261,281,-200.0,200,0,False,False,True
zeros,0,20000,262,282,-200.0,200,0,False,False,True
zeros,0,20000,263,283,-200.0,200,0,False,False,True
zeros,0,20000,264,284,-200.0,200,0,False,False,True
zeros,0,20000,266,286,-200.0,200,0,False,False,True
zeros,0,20000,267,287,-200.0,200,0,False,False,True
zeros,0,20000,268,288,-200.0,200,0,False,False,True
zeros,0,20000,269,289,-200.0,200,0,False,False,True
zeros,0,20000,271,291,-200.0,200,0,False,False,True
zeros,0,20000,272,292,-200.0,200,0,False,False,True
zeros,0,20000,273,293,-200.0,200,0,False,False,True
zeros,0,20000,274,294,-200.0,200,0,False,False,True
zeros,0,20000,281,281,-200.0,200,0,False,False,True
zeros,0,20000,282,282,-200.0,200,0,False,False,True
zeros,0,20000,283,283,-200.0,200,0,False,False,True
zeros,0,20000,284,284,-200.0,200,0,False,False,True
zeros,0,20000,286,286,-200.0,200,0,False,False,True
zeros,0,20000,287,287,-200.0,200,0,False,False,True
zeros,0,20000,288,288,-200.0,200,0,False,False,True
zeros,0,20000,289,289,-200.0,200,0,False,False,True
zeros,0,20000,291,291,-200.0,200,0,False,False,True
zeros,0,20000,292,292,-200.0,200,0,False,False,True
zeros,0,20000,293,293,-200.0,200,0,False,False,True
zeros,0,20000,294,294,-200.0,200,0,False,False,True
zeros,0,20000,301,301,-200.0,200,0,False,False,True
zeros,0,20000,302,302,-200.0,200,0,False,False,True
zeros,0,20000,303,303,-200.0,200,0,False,False,True
zeros,0,20000,304,304,-200.0,200,0,False,False,True
zeros,0,20000,306,306,-200.0,200,0,False,False,True
zeros,0,20000,307,307,-200.0,200,0,False,False,True
zeros,0,20000,308,308,-200.0,200,0,False,False,True
zeros,0,20000,309,309,-200.0,200,0,False,False,True
zeros,0,20000,311,311,-200.0,200,0,False,False,True
zeros,0,20000,312,312,-200.0,200,0,False,False,True
zeros,0,20000,313,313,-200.0,200,0,False,False,True
zeros,0,20000,314,314,-200.0,200,0,False,False,True
zeros,0,20000,321,341,-200.0,200,0,False,False,True
zeros,0,20000,322,342,-200.0,200,0,False,False,True
zeros,0,20000,323,343,-200.0,200,0,False,False,True
zeros,0,20000,324,344,-200.0,200,0,False,False,True
zeros,0,20000,326,346,-200.0,200,0,False,False,True
zeros,0,20000,327,347,-200.0,200,0,False,False,True
zeros,0,20000,328,348,-200.0,200,0,False,False,True
zeros,0,20000,329,349,-200.0,200,0,False,False,True
zeros,0,20000,331,351,-200.0,200,0,False,False,True
zeros,0,20000,332,352,-200.0,200,0,False,False,True
zeros,0,20000,333,353,-200.0,200,0,False,False,True
zeros,0,20000,334,354,-200.0,200,0,False,False,True
zeros,0,20000,341,341,-200.0,200,0,False,False,True
zeros,0,20000,342,342,-200.0,200,0,False,False,True
zeros,0,20000,343,343,-200.0,200,0,False,False,True
zeros,0,20000,344,344,-200.0,200,0,False,False,True
zeros,0,20000,346,346,-200.0,200,0,False,False,True
zeros,0,20000,347,347,-200.0,200,0,False,False,True
zeros,0,20000,348,348,-200.0,200,0,False,False,True
zeros,0,20000,349,349,-200.0,200,0,False,False,True
zeros,0,20000,351,351,-200.0,200,0,False,False,True
zeros,0,20000,352,352,-200.0,200,0,False,False,True
zeros,0,20000,353,353,-200.0,200,0,False,False,True
zeros,0,20000,354,354,-200.0,200,0,False,False,True
zeros,0,20000,361,381,-200.0,200,0,False,False,True
zeros,0,20000,362,382,-200.0,200,0,False,False,True
zeros,0,20000,363,383,-200.0,200,0,False,False,True
zeros,0,20000,364,384,-200.0,200,0,False,False,True
zeros,0,20000,366,386,-200.0,200,0,False,False,True
zeros,0,20000,367,387,-200.0,200,0,False,False,True
zeros,0,20000,368,388,-200.0,200,0,False,False,True
zeros,0,20000,369,389,-200.0,200,0,False,False,True
zeros,0,20000,371,391,-200.0,200,0,False,False,True
zeros,0,20000,372,392,-200.0,200,0,False,False,True
zeros,0,20000,373,393,-200.0,200,0,False,False,True
zeros,0,20000,374,394,-200.0,200,0,False,False,True
zeros,0,20000,381,381,-200.0,200,0,False,False,True
zeros,0,20000,382,382,-200.0,200,0,False,False,True
zeros,0,20000,383,383,-200.0,200,0,False,False,True
zeros,0,20000,384,384,-200.0,200,0,False,False,True
zeros,0,20000,386,386,-200.0,200,0,False,False,True
zeros,0,20000,387,387,-200.0,200,0,False,False,True
zeros,0,20000,388,388,-200.0,200,0,False,False,True
zeros,0,20000,389,389,-200.0,200,0,False,False,True
zeros,0,20000,391,391,-200.0,200,0,False,False,True
zeros,0,20000,392,392,-200.0,200,0,False,False,True
zeros,0,20000,393,393,-200.0,200,0,False,False,True
zeros,0,20000,394,394,-200.0,200,0,False,False,True
zeros,0,20000,401,401,-200.0,200,0,False,False,True
zeros,0,20000,402,402,-200.0,200,0,False,False,True
zeros,0,20000,403,403,-200.0,200,0,False,False,True
zeros,0,20000,404,404,-200.0,200,0,False,False,True
zeros,0,20000,406,406,-200.0,200,0,False,False,True
zeros,0,20000,407,407,-200.0,200,0,False,False,True
zeros,0,20000,408,408,-200.0,200,0,False,False,True
zeros,0,20000,409,409,-200.0,200,0,False,False,True
zeros,0,20000,411,411,-200.0,200,0,False,False,True
zeros,0,20000,412,412,-200.0,200,0,False,False,True
zeros,0,20000,413,413,-200.0,200,0,False,False,True
zeros,0,20000,414,414,-200.0,200,0,False,False,True
zeros,0,20000,421,441,-200.0,200,0,False,False,True
zeros,0,20000,422,442,-200.0,200,0,False,False,True
zeros,0,20000,423,443,-200.0,200,0,False,False,True
zeros,0,20000,424,444,-200.0,200,0,False,False,True
zeros,0,20000,426,446,-200.0,200,0,False,False,True
zeros,0,20000,427,447,-200.0,200,0,False,False,True
zeros,0,20000,428,448,-200.0,200,0,False,False,True
zeros,0,20000,429,449,-200.0,200,0,False,False,True
zeros,0,20000,431,451,-200.0,200,0,False,False,True
zeros,0,20000,432,452,-200.0,200,0,False,False,True
zeros,0,20000,433,453,-200.0,200,0,False,False,True
zeros,0,20000,434,454,-200.0,200,0,False,False,True
zeros,0,20000,441,441,-200.0,200,0,False,False,True
zeros,0,20000,442,442,-200.0,200,0,False,False,True
zeros,0,20000,443,443,-200.0,200,0,False,False,True
zeros,0,20000,444,444,-200.0,200,0,False,False,True
zeros,0,20000,446,446,-200.0,200,0,False,False,True
zeros,0,20000,447,447,-200.0,200,0,False,False,True
zeros,0,20000,448,448,-200.0,200,0,False,False,True
zeros,0,20000,449,449,-200.0,200,0,False,False,True
zeros,0,20000,451,451,-200.0,200,0,False,False,True
zeros,0,20000,452,452,-200.0,200,0,False,False,True
zeros,0,20000,453,453,-200.0,200,0,False,False,True
zeros,0,20000,454,454,-200.0,200,0,False,False,True
zeros,0,20000,461,481,-200.0,200,0,False,False,True
zeros,0,20000,462,482,-200.0,200,0,False,False,True
zeros,0,20000,463,483,-200.0,200,0,False,False,True
zeros,0,20000,464,484,-200.0,200,0,False,False,True
zeros,0,20000,466,486,-200.0,200,0,False,False,True
zeros,0,20000,467,487,-200.0,200,0,False,False,True
zeros,0,20000,468,488,-200.0,200,0,False,False,True
zeros,0,20000,469,489,-200.0,200,0,False,False,True
zeros,0,20000,471,491,-200.0,200,0,False,False,True
zeros,0,20000,472,492,-200.0,200,0,False,False,True
zeros,0,20000,473,493,-200.0,200,0,False,False,True
zeros,0,20000,474,494,-200.0,200,0,False,False,True
zeros,0,20000,481,481,-200.0,200,0,False,False,True
zeros,0,20000,482,482,-200.0,200,0,False,False,True
zeros,0,20000,483,483,-200.0,200,0,False,False,True
zeros,0,20000,484,484,-200.0,200,0,False,False,True
zeros,0,20000,486,486,-200.0,200,0,False,False,True
zeros,0,20000,487,487,-200.0,200,0,False,False,True
zeros,0,20000,488,488,-200.0,200,0,False,False,True
zeros,0,20000,489,489,-200.0,200,0,False,False,True
zeros,0,20000,491,491,-200.0,200,0,False,False,True
zeros,0,20000,492,492,-200.0,200,0,False,False,True
zeros,0,20000,493,493,-200.0,200,0,False,False,True
zeros,0,20000,494,494,-200.0,200,0,False,False,True
zeros,0,40000,1,401,-200.0,200,0,False,False,True
zeros,0,40000,2,402,-200.0,200,0,False,False,True
zeros,0,40000,3,403,-200.0,200,0,False,False,True
zeros,0,40000,4,404,-200.0,200,0,False,False,True
zeros,0,40000,6,406,-200.0,200,0,False,False,True
zeros,0,40000,7,407,-200.0,200,0,False,False,True
zeros,0,40000,8,408,-200.0,200,0,False,False,True
zeros,0,40000,9,409,-200.0,200,0,False,False,True
zeros,0,40000,11,411,-200.0,200,0,False,False,True
zeros,0,40000,12,412,-200.0,200,0,False,False,True
zeros,0,40000,13,413,-200.0,200,0,False,False,True
zeros,0,40000,14,414,-200.0,200,0,False,False,True
zeros,0,40000,21,421,-200.0,200,0,False,False,True
zeros,0,40000,22,422,-200.0,200,0,False,False,True
zeros,0,40000,23,423,-200.0,200,0,False,False,True
zeros,0,40000,24,424,-200.0,200,0,False,False,True
zeros,0,40000,26,426,-200.0,200,0,False,False,True
zeros,0,40000,27,427,-200.0,200,0,False,False,True
zeros,0,40000,28,428,-200.0,200,0,False,False,True
zeros,0,40000,29,429,-200.0,200,0,False,False,True
zeros,0,40000,31,431,-200.0,200,0,False,False,True
zeros,0,40000,32,432,-200.0,200,0,False,False,True
zeros,0,40000,33,433,-200.0,200,0,False,False,True
zeros,0,40000,34,434,-200.0,200,0,False,False,True
zeros,0,40000,41,441,-200.0,200,0,False,False,True
zeros,0,40000,42,442,-200.0,200,0,False,False,True
zeros,0,40000,43,443,-200.0,200,0,False,False,True
zeros,0,40000,44,444,-200.0,200,0,False,False,True
zeros,0,40000,46,446,-200.0,200,0,False,False,True
zeros,0,40000,47,447,-200.0,200,0,False,False,True
zeros,0,40000,48,448,-200.0,200,0,False,False,True
zeros,0,40000,49,449,-200.0,200,0,False,False,True
zeros,0,40000,51,451,-200.0,200,0,False,False,True
zeros,0,40000,52,452,-200.0,200,0,False,False,True
zeros,0,40000,53,453,-200.0,200,0,False,False,True
zeros,0,40000,54,454,-200.0,200,0,False,False,True
zeros,0,40000,61,461,-200.0,200,0,False,False,True
zeros,0,40000,62,462,-200.0,200,0,False,False,True
zeros,0,40000,63,463,-200.0,200,0,False,False,True
zeros,0,40000,64,464,-200.0,200,0,False,False,True
zeros,0,40000,66,466,-200.0,200,0,False,False,True
zeros,0,40000,67,467,-200.0,200,0,False,False,True
zeros,0,40000,68,468,-200.0,200,0,False,False,True
zeros,0,40000,69,469,-200.0,200,0,False,False,True
zeros,0,40000,71,471,-200.0,200,0,False,False,True
zeros,0,40000,72,472,-200.0,200,0,False,False,True
zeros,0,40000,73,473,-200.0,200,0,False,False,True
zeros,0,40000,74,474,-200.0,200,0,False,False,True
zeros,0,40000,81,481,-200.0,200,0,False,False,True
zeros,0,40000,82,482,-200.0,200,0,False,False,True
zeros,0,40000,83,483,-200.0,200,0,False,False,True
zeros,0,40000,84,484,-200.0,200,0,False,False,True
zeros,0,40000,86,486,-200.0,200,0,False,False,True
zeros,0,40000,87,487,-200.0,200,0,False,False,True
zeros,0,40000,88,488,-200.0,200,0,False,False,True
zeros,0,40000,89,489,-200.0,200,0,False,False,True
zeros,0,40000,91,491,-200.0,200,0,False,False,True
zeros,0,40000,92,492,-200.0,200,0,False,False,True
zeros,0,40000,93,493,-200.0,200,0,False,False,True
zeros,0,40000,94,494,-200.0,200,0,False,False,True
zeros,0,40000,101,401,-200.0,200,0,False,False,True
zeros,0,40000,102,402,-200.0,200,0,False,False,True
zeros,0,40000,103,403,-200.0,200,0,False,False,True
zeros,0,40000,104,404,-200.0,200,0,False,False,True
zeros,0,40000,106,406,-200.0,200,0,False,False,True
zeros,0,40000,107,407,-200.0,200,0,False,False,True
zeros,0,40000,108,408,-200.0,200,0,False,False,True
zeros,0,40000,109,409,-200.0,200,0,False,False,True
zeros,0,40000,111,411,-200.0,200,0,False,False,True
zeros,0,40000,112,412,-200.0,200,0,False,False,True
zeros,0,40000,113,413,-200.0,200,0,False,False,True
zeros,0,40000,114,414,-200.0,200,0,False,False,True
zeros,0,40000,121,421,-200.0,200,0,False,False,True
zeros,0,40000,122,422,-200.0,200,0,False,False,True
zeros,0,40000,123,423,-200.0,200,0,False,False,True
zeros,0,40000,124,424,-200.0,200,0,False,False,True
zeros,0,40000,126,426,-200.0,200,0,False,False,True
zeros,0,40000,127,427,-200.0,200,0,False,False,True
zeros,0,40000,128,428,-200.0,200,0,False,False,True
zeros,0,40000,129,429,-200.0,200,0,False,False,True
zeros,0,40000,131,431,-200.0,200,0,False,False,True
zeros,0,40000,132,432,-200.0,200,0,False,False,True
zeros,0,40000,133,433,-200.0,200,0,False,False,True
zeros,0,40000,134,434,-200.0,200,0,False,False,True
zeros,0,40000,141,441,-200.0,200,0,False,False,True
zeros,0,40000,142,442,-200.0,200,0,False,False,True
zeros,0,40000,143,443,-200.0,200,0,False,False,True
zeros,0,40000,144,444,-200.0,200,0,False,False,True
zeros,0,40000,146,446,-200.0,200,0,False,False,True
zeros,0,40000,147,447,-200.0,200,0,False,False,True
zeros,0,40000,148,448,-200.0,200,0,False,False,True
zeros,0,40000,149,449,-200.0,200,0,False,False,True
zeros,0,40000,151,451,-200.0,200,0,False,False,True
zeros,0,40000,152,452,-200.0,200,0,False,False,True
zeros,0,40000,153,453,-200.0,200,0,False,False,True
zeros,0,40000,154,454,-200.0,200,0,False,False,True
zeros,0,40000,161,461,-200.0,200,0,False,False,True
zeros,0,40000,162,462,-200.0,200,0,False,False,True
zeros,0,40000,163,463,-200.0,200,0,False,False,True
zeros,0,40000,164,464,-200.0,200,0,False,False,True
zeros,0,40000,166,466,-200.0,200,0,False,False,True
zeros,0,40000,167,467,-200.0,200,0,False,False,True
zeros,0,40000,168,468,-200.0,200,0,False,False,True
zeros,0,40000,169,469,-200.0,200,0,False,False,True
zeros,0,40000,171,471,-200.0,200,0,False,False,True
zeros,0,40000,172,472,-200.0,200,0,False,False,True
zeros,0,40000,173,473,-200.0,200,0,False,False,True
zeros,0,40000,174,474,-200.0,200,0,False,False,True
zeros,0,40000,181,481,-200.0,200,0,False,False,True
zeros,0,40000,182,482,-200.0,200,0,False,False,True
zeros,0,40000,183,483,-200.0,200,0,False,False,True
zeros,0,40000,184,484,-200.0,200,0,False,False,True
zeros,0,40000,186,486,-200.0,200,0,False,False,True
zeros,0,40000,187,487,-200.0,200,0,False,False,True
zeros,0,40000,188,488,-200.0,200,0,False,False,True
zeros,0,40000,189,489,-200.0,200,0,False,False,True
zeros,0,40000,191,491,-200.0,200,0,False,False,True
zeros,0,40000,192,492,-200.0,200,0,False,False,True
zeros,0,40000,193,493,-200.0,200,0,False,False,True
zeros,0,40000,194,494,-200.0,200,0,False,False,True
zeros,0,40000,201,401,-200.0,200,0,False,False,True
zeros,0,40000,202,402,-200.0,200,0,False,False,True
zeros,0,40000,203,403,-200.0,200,0,False,False,True
zeros,0,40000,204,404,-200.0,200,0,False,False,True
zeros,0,40000,206,406,-200.0,200,0,False,False,True
zeros,0,40000,207,407,-200.0,200,0,False,False,True
zeros,0,40000,208,408,-200.0,200,0,False,False,True
zeros,0,40000,209,409,-200.0,200,0,False,False,True
zeros,0,40000,211,411,-200.0,200,0,False,False,True
zeros,0,40000,212,412,-200.0,200,0,False,False,True
zeros,0,40000,213,413,-200.0,200,0,False,False,True
zeros,0,40000,214,414,-200.0,200,0,False,False,True
zeros,0,40000,221,421,-200.0,200,0,False,False,True
zeros,0,40000,222,422,-200.0,200,0,False,False,True
zeros,0,40000,223,423,-200.0,200,0,False,False,True
zeros,0,40000,224,424,-200.0,200,0,False,False,True
zeros,0,40000,226,426,-200.0,200,0,False,False,True
zeros,0,40000,227,427,-200.0,200,0,False,False,True
zeros,0,40000,228,428,-200.0,200,0,False,False,True
zeros,0,40000,229,429,-200.0,200,0,False,False,True
zeros,0,40000,231,431,-200.0,200,0,False,False,True
zeros,0,40000,232,432,-200.0,200,0,False,False,True
zeros,0,40000,233,433,-200.0,200,0,False,False,True
zeros,0,40000,234,434,-200.0,200,0,False,False,True
zeros,0,40000,241,441,-200.0,200,0,False,False,True
zeros,0,40000,242,442,-200.0,200,0,False,False,True
zeros,0,40000,243,443,-200.0,200,0,False,False,True
zeros,0,40000,244,444,-200.0,200,0,False,False,True
zeros,0,40000,246,446,-200.0,200,0,False,False,True
zeros,0,40000,247,447,-200.0,200,0,False,False,True
zeros,0,40000,248,448,-200.0,200,0,False,False,True
zeros,0,40000,249,449,-200.0,200,0,False,False,True
zeros,0,40000,251,451,-200.0,200,0,False,False,True
zeros,0,40000,252,452,-200.0,200,0,False,False,True
zeros,0,40000,253,453,-200.0,200,0,False,False,True
zeros,0,40000,254,454,-200.0,200,0,False,False,True
zeros,0,40000,261,461,-200.0,200,0,False,False,True
zeros,0,40000,262,462,-200.0,200,0,False,False,True
zeros,0,40000,263,463,-200.0,200,0,False,False,True
zeros,0,40000,264,464,-200.0,200,0,False,False,True
zeros,0,40000,266,466,-200.0,200,0,False,False,True
zeros,0,40000,267,467,-200.0,200,0,False,False,True
zeros,0,40000,268,468,-200.0,200,0,False,False,True
zeros,0,40000,269,469,-200.0,200,0,False,False,True
zeros,0,40000,271,471,-200.0,200,0,False,False,True
zeros,0,40000,272,472,-200.0,200,0,False,False,True
zeros,0,40000,273,473,-200.0,200,0,False,False,True
zeros,0,40000,274,474,-200.0,200,0,False,False,True
zeros,0,40000,281,481,-200.0,200,0,False,False,True
zeros,0,40000,282,482,-200.0,200,0,False,False,True
zeros,0,40000,283,483,-200.0,200,0,False,False,True
zeros,0,40000,284,484,-200.0,200,0,False,False,True
zeros,0,40000,286,486,-200.0,200,0,False,False,True
zeros,0,40000,287,487,-200.0,200,0,False,False,True
zeros,0,40000,288,488,-200.0,200,0,False,False,True
zeros,0,40000,289,489,-200.0,200,0,False,False,True
zeros,0,40000,291,491,-200.0,200,0,False,False,True
zeros,0,40000,292,492,-200.0,200,0,False,False,True
zeros,0,40000,293,493,-200.0,200,0,False,False,True
zeros,0,40000,294,494,-200.0,200,0,False,False,True
zeros,0,40000,301,401,-200.0,200,0,False,False,True
zeros,0,40000,302,402,-200.0,200,0,False,False,True
zeros,0,40000,303,403,-200.0,200,0,False,False,True
zeros,0,40000,304,404,-200.0,200,0,False,False,True
zeros,0,40000,306,406,-200.0,200,0,False,False,True
zeros,0,40000,307,407,-200.0,200,0,False,False,True
zeros,0,40000,308,408,-200.0,200,0,False,False,True
zeros,0,40000,309,409,-200.0,200,0,False,False,True
zeros,0,40000,311,411,-200.0,200,0,False,False,True
zeros,0,40000,312,412,-200.0,200,0,False,False,True
zeros,0,40000,313,413,-200.0,200,0,False,False,True
zeros,0,40000,314,414,-200.0,200,0,False,False,True
zeros,0,40000,321,421,-200.0,200,0,False,False,True
zeros,0,40000,322,422,-200.0,200,0,False,False,True
zeros,0,40000,323,423,-200.0,200,0,False,False,True
zeros,0,40000,324,424,-200.0,200,0,False,False,True
zeros,0,40000,326,426,-200.0,200,0,False,False,True
zeros,0,40000,327,427,-200.0,200,0,False,False,True
