condition,training_seed,global_step,initial_state,final_state,return,steps,illegal_pickup_dropoff,success,terminated,truncated
rules,1,80000,124,24,-200.0,200,0,False,False,True
rules,1,80000,126,26,-200.0,200,0,False,False,True
rules,1,80000,127,27,-200.0,200,0,False,False,True
rules,1,80000,128,28,-200.0,200,0,False,False,True
rules,1,80000,129,29,-200.0,200,0,False,False,True
rules,1,80000,131,31,-200.0,200,0,False,False,True
rules,1,80000,132,32,-200.0,200,0,False,False,True
rules,1,80000,133,33,-200.0,200,0,False,False,True
rules,1,80000,134,34,-200.0,200,0,False,False,True
rules,1,80000,141,41,-200.0,200,0,False,False,True
rules,1,80000,142,42,-200.0,200,0,False,False,True
rules,1,80000,143,43,-200.0,200,0,False,False,True
rules,1,80000,144,44,-200.0,200,0,False,False,True
rules,1,80000,146,46,-200.0,200,0,False,False,True
rules,1,80000,147,47,-200.0,200,0,False,False,True
rules,1,80000,148,48,-200.0,200,0,False,False,True
rules,1,80000,149,49,-200.0,200,0,False,False,True
rules,1,80000,151,51,-200.0,200,0,False,False,True
rules,1,80000,152,52,-200.0,200,0,False,False,True
rules,1,80000,153,53,-200.0,200,0,False,False,True
rules,1,80000,154,54,-200.0,200,0,False,False,True
rules,1,80000,161,61,-200.0,200,0,False,False,True
rules,1,80000,162,62,-200.0,200,0,False,False,True
rules,1,80000,163,63,-200.0,200,0,False,False,True
rules,1,80000,164,64,-200.0,200,0,False,False,True
rules,1,80000,166,66,-200.0,200,0,False,False,True
rules,1,80000,167,67,-200.0,200,0,False,False,True
rules,1,80000,168,68,-200.0,200,0,False,False,True
rules,1,80000,169,69,-200.0,200,0,False,False,True
rules,1,80000,171,71,-200.0,200,0,False,False,True
rules,1,80000,172,72,-200.0,200,0,False,False,True
rules,1,80000,173,73,-200.0,200,0,False,False,True
rules,1,80000,174,74,-200.0,200,0,False,False,True
rules,1,80000,181,81,-200.0,200,0,False,False,True
rules,1,80000,182,82,-200.0,200,0,False,False,True
rules,1,80000,183,83,-200.0,200,0,False,False,True
rules,1,80000,184,84,-200.0,200,0,False,False,True
rules,1,80000,186,86,-200.0,200,0,False,False,True
rules,1,80000,187,87,-200.0,200,0,False,False,True
rules,1,80000,188,88,-200.0,200,0,False,False,True
rules,1,80000,189,89,-200.0,200,0,False,False,True
rules,1,80000,191,91,-200.0,200,0,False,False,True
rules,1,80000,192,92,-200.0,200,0,False,False,True
rules,1,80000,193,93,-200.0,200,0,False,False,True
rules,1,80000,194,94,-200.0,200,0,False,False,True
rules,1,80000,201,1,-200.0,200,0,False,False,True
rules,1,80000,202,2,-200.0,200,0,False,False,True
rules,1,80000,203,3,-200.0,200,0,False,False,True
rules,1,80000,204,4,-200.0,200,0,False,False,True
rules,1,80000,206,6,-200.0,200,0,False,False,True
rules,1,80000,207,7,-200.0,200,0,False,False,True
rules,1,80000,208,8,-200.0,200,0,False,False,True
rules,1,80000,209,9,-200.0,200,0,False,False,True
rules,1,80000,211,11,-200.0,200,0,False,False,True
rules,1,80000,212,12,-200.0,200,0,False,False,True
rules,1,80000,213,13,-200.0,200,0,False,False,True
rules,1,80000,214,14,-200.0,200,0,False,False,True
rules,1,80000,221,21,-200.0,200,0,False,False,True
rules,1,80000,222,22,-200.0,200,0,False,False,True
rules,1,80000,223,23,-200.0,200,0,False,False,True
rules,1,80000,224,24,-200.0,200,0,False,False,True
rules,1,80000,226,26,-200.0,200,0,False,False,True
rules,1,80000,227,27,-200.0,200,0,False,False,True
rules,1,80000,228,28,-200.0,200,0,False,False,True
rules,1,80000,229,29,-200.0,200,0,False,False,True
rules,1,80000,231,31,-200.0,200,0,False,False,True
rules,1,80000,232,32,-200.0,200,0,False,False,True
rules,1,80000,233,33,-200.0,200,0,False,False,True
rules,1,80000,234,34,-200.0,200,0,False,False,True
rules,1,80000,241,41,-200.0,200,0,False,False,True
rules,1,80000,242,42,-200.0,200,0,False,False,True
rules,1,80000,243,43,-200.0,200,0,False,False,True
rules,1,80000,244,44,-200.0,200,0,False,False,True
rules,1,80000,246,46,-200.0,200,0,False,False,True
rules,1,80000,247,47,-200.0,200,0,False,False,True
rules,1,80000,248,48,-200.0,200,0,False,False,True
rules,1,80000,249,49,-200.0,200,0,False,False,True
rules,1,80000,251,51,-200.0,200,0,False,False,True
rules,1,80000,252,52,-200.0,200,0,False,False,True
rules,1,80000,253,53,-200.0,200,0,False,False,True
rules,1,80000,254,54,-200.0,200,0,False,False,True
rules,1,80000,261,61,-200.0,200,0,False,False,True
rules,1,80000,262,62,-200.0,200,0,False,False,True
rules,1,80000,263,63,-200.0,200,0,False,False,True
rules,1,80000,264,64,-200.0,200,0,False,False,True
rules,1,80000,266,66,-200.0,200,0,False,False,True
rules,1,80000,267,67,-200.0,200,0,False,False,True
rules,1,80000,268,68,-200.0,200,0,False,False,True
rules,1,80000,269,69,-200.0,200,0,False,False,True
rules,1,80000,271,71,-200.0,200,0,False,False,True
rules,1,80000,272,72,-200.0,200,0,False,False,True
rules,1,80000,273,73,-200.0,200,0,False,False,True
rules,1,80000,274,74,-200.0,200,0,False,False,True
rules,1,80000,281,81,-200.0,200,0,False,False,True
rules,1,80000,282,82,-200.0,200,0,False,False,True
rules,1,80000,283,83,-200.0,200,0,False,False,True
rules,1,80000,284,84,-200.0,200,0,False,False,True
rules,1,80000,286,86,-200.0,200,0,False,False,True
rules,1,80000,287,87,-200.0,200,0,False,False,True
rules,1,80000,288,88,-200.0,200,0,False,False,True
rules,1,80000,289,89,-200.0,200,0,False,False,True
rules,1,80000,291,91,-200.0,200,0,False,False,True
rules,1,80000,292,92,-200.0,200,0,False,False,True
rules,1,80000,293,93,-200.0,200,0,False,False,True
rules,1,80000,294,94,-200.0,200,0,False,False,True
rules,1,80000,301,1,-200.0,200,0,False,False,True
rules,1,80000,302,2,-200.0,200,0,False,False,True
rules,1,80000,303,3,-200.0,200,0,False,False,True
rules,1,80000,304,4,-200.0,200,0,False,False,True
rules,1,80000,306,6,-200.0,200,0,False,False,True
rules,1,80000,307,7,-200.0,200,0,False,False,True
rules,1,80000,308,8,-200.0,200,0,False,False,True
rules,1,80000,309,9,-200.0,200,0,False,False,True
rules,1,80000,311,11,-200.0,200,0,False,False,True
rules,1,80000,312,12,-200.0,200,0,False,False,True
rules,1,80000,313,13,-200.0,200,0,False,False,True
rules,1,80000,314,14,-200.0,200,0,False,False,True
rules,1,80000,321,21,-200.0,200,0,False,False,True
rules,1,80000,322,22,-200.0,200,0,False,False,True
rules,1,80000,323,23,-200.0,200,0,False,False,True
rules,1,80000,324,24,-200.0,200,0,False,False,True
rules,1,80000,326,26,-200.0,200,0,False,False,True
rules,1,80000,327,27,-200.0,200,0,False,False,True
rules,1,80000,328,28,-200.0,200,0,False,False,True
rules,1,80000,329,29,-200.0,200,0,False,False,True
rules,1,80000,331,31,-200.0,200,0,False,False,True
rules,1,80000,332,32,-200.0,200,0,False,False,True
rules,1,80000,333,33,-200.0,200,0,False,False,True
rules,1,80000,334,34,-200.0,200,0,False,False,True
rules,1,80000,341,41,-200.0,200,0,False,False,True
rules,1,80000,342,42,-200.0,200,0,False,False,True
rules,1,80000,343,43,-200.0,200,0,False,False,True
rules,1,80000,344,44,-200.0,200,0,False,False,True
rules,1,80000,346,46,-200.0,200,0,False,False,True
rules,1,80000,347,47,-200.0,200,0,False,False,True
rules,1,80000,348,48,-200.0,200,0,False,False,True
rules,1,80000,349,49,-200.0,200,0,False,False,True
rules,1,80000,351,51,-200.0,200,0,False,False,True
rules,1,80000,352,52,-200.0,200,0,False,False,True
rules,1,80000,353,53,-200.0,200,0,False,False,True
rules,1,80000,354,54,-200.0,200,0,False,False,True
rules,1,80000,361,61,-200.0,200,0,False,False,True
rules,1,80000,362,62,-200.0,200,0,False,False,True
rules,1,80000,363,63,-200.0,200,0,False,False,True
rules,1,80000,364,64,-200.0,200,0,False,False,True
rules,1,80000,366,66,-200.0,200,0,False,False,True
rules,1,80000,367,67,-200.0,200,0,False,False,True
rules,1,80000,368,68,-200.0,200,0,False,False,True
rules,1,80000,369,69,-200.0,200,0,False,False,True
rules,1,80000,371,71,-200.0,200,0,False,False,True
rules,1,80000,372,72,-200.0,200,0,False,False,True
rules,1,80000,373,73,-200.0,200,0,False,False,True
rules,1,80000,374,74,-200.0,200,0,False,False,True
rules,1,80000,381,81,-200.0,200,0,False,False,True
rules,1,80000,382,82,-200.0,200,0,False,False,True
rules,1,80000,383,83,-200.0,200,0,False,False,True
rules,1,80000,384,84,-200.0,200,0,False,False,True
rules,1,80000,386,86,-200.0,200,0,False,False,True
rules,1,80000,387,87,-200.0,200,0,False,False,True
rules,1,80000,388,88,-200.0,200,0,False,False,True
rules,1,80000,389,89,-200.0,200,0,False,False,True
rules,1,80000,391,91,-200.0,200,0,False,False,True
rules,1,80000,392,92,-200.0,200,0,False,False,True
rules,1,80000,393,93,-200.0,200,0,False,False,True
rules,1,80000,394,94,-200.0,200,0,False,False,True
rules,1,80000,401,1,-200.0,200,0,False,False,True
rules,1,80000,402,2,-200.0,200,0,False,False,True
rules,1,80000,403,3,-200.0,200,0,False,False,True
rules,1,80000,404,4,-200.0,200,0,False,False,True
rules,1,80000,406,6,-200.0,200,0,False,False,True
rules,1,80000,407,7,-200.0,200,0,False,False,True
rules,1,80000,408,8,-200.0,200,0,False,False,True
rules,1,80000,409,9,-200.0,200,0,False,False,True
rules,1,80000,411,11,-200.0,200,0,False,False,True
rules,1,80000,412,12,-200.0,200,0,False,False,True
rules,1,80000,413,13,-200.0,200,0,False,False,True
rules,1,80000,414,14,-200.0,200,0,False,False,True
rules,1,80000,421,21,-200.0,200,0,False,False,True
rules,1,80000,422,22,-200.0,200,0,False,False,True
rules,1,80000,423,23,-200.0,200,0,False,False,True
rules,1,80000,424,24,-200.0,200,0,False,False,True
rules,1,80000,426,26,-200.0,200,0,False,False,True
rules,1,80000,427,27,-200.0,200,0,False,False,True
rules,1,80000,428,28,-200.0,200,0,False,False,True
rules,1,80000,429,29,-200.0,200,0,False,False,True
rules,1,80000,431,31,-200.0,200,0,False,False,True
rules,1,80000,432,32,-200.0,200,0,False,False,True
rules,1,80000,433,33,-200.0,200,0,False,False,True
rules,1,80000,434,34,-200.0,200,0,False,False,True
rules,1,80000,441,41,-200.0,200,0,False,False,True
rules,1,80000,442,42,-200.0,200,0,False,False,True
rules,1,80000,443,43,-200.0,200,0,False,False,True
rules,1,80000,444,44,-200.0,200,0,False,False,True
rules,1,80000,446,46,-200.0,200,0,False,False,True
rules,1,80000,447,47,-200.0,200,0,False,False,True
rules,1,80000,448,48,-200.0,200,0,False,False,True
rules,1,80000,449,49,-200.0,200,0,False,False,True
rules,1,80000,451,51,-200.0,200,0,False,False,True
rules,1,80000,452,52,-200.0,200,0,False,False,True
rules,1,80000,453,53,-200.0,200,0,False,False,True
rules,1,80000,454,54,-200.0,200,0,False,False,True
rules,1,80000,461,61,-200.0,200,0,False,False,True
rules,1,80000,462,62,-200.0,200,0,False,False,True
rules,1,80000,463,63,-200.0,200,0,False,False,True
rules,1,80000,464,64,-200.0,200,0,False,False,True
rules,1,80000,466,66,-200.0,200,0,False,False,True
rules,1,80000,467,67,-200.0,200,0,False,False,True
rules,1,80000,468,68,-200.0,200,0,False,False,True
rules,1,80000,469,69,-200.0,200,0,False,False,True
rules,1,80000,471,71,-200.0,200,0,False,False,True
rules,1,80000,472,72,-200.0,200,0,False,False,True
rules,1,80000,473,73,-200.0,200,0,False,False,True
rules,1,80000,474,74,-200.0,200,0,False,False,True
rules,1,80000,481,81,-200.0,200,0,False,False,True
rules,1,80000,482,82,-200.0,200,0,False,False,True
rules,1,80000,483,83,-200.0,200,0,False,False,True
rules,1,80000,484,84,-200.0,200,0,False,False,True
rules,1,80000,486,86,-200.0,200,0,False,False,True
rules,1,80000,487,87,-200.0,200,0,False,False,True
rules,1,80000,488,88,-200.0,200,0,False,False,True
rules,1,80000,489,89,-200.0,200,0,False,False,True
rules,1,80000,491,91,-200.0,200,0,False,False,True
rules,1,80000,492,92,-200.0,200,0,False,False,True
rules,1,80000,493,93,-200.0,200,0,False,False,True
rules,1,80000,494,94,-200.0,200,0,False,False,True
rules,1,100000,1,1,-200.0,200,0,False,False,True
rules,1,100000,2,2,-200.0,200,0,False,False,True
rules,1,100000,3,3,-200.0,200,0,False,False,True
rules,1,100000,4,4,-200.0,200,0,False,False,True
rules,1,100000,6,6,-200.0,200,0,False,False,True
rules,1,100000,7,7,-200.0,200,0,False,False,True
rules,1,100000,8,8,-200.0,200,0,False,False,True
rules,1,100000,9,9,-200.0,200,0,False,False,True
rules,1,100000,11,11,-200.0,200,0,False,False,True
rules,1,100000,12,12,-200.0,200,0,False,False,True
rules,1,100000,13,13,-200.0,200,0,False,False,True
rules,1,100000,14,14,-200.0,200,0,False,False,True
rules,1,100000,21,21,-200.0,200,0,False,False,True
rules,1,100000,22,22,-200.0,200,0,False,False,True
rules,1,100000,23,23,-200.0,200,0,False,False,True
rules,1,100000,24,24,-200.0,200,0,False,False,True
rules,1,100000,26,26,-200.0,200,0,False,False,True
rules,1,100000,27,27,-200.0,200,0,False,False,True
rules,1,100000,28,28,-200.0,200,0,False,False,True
rules,1,100000,29,29,-200.0,200,0,False,False,True
rules,1,100000,31,31,-200.0,200,0,False,False,True
rules,1,100000,32,32,-200.0,200,0,False,False,True
rules,1,100000,33,33,-200.0,200,0,False,False,True
rules,1,100000,34,34,-200.0,200,0,False,False,True
rules,1,100000,41,41,-200.0,200,0,False,False,True
rules,1,100000,42,42,-200.0,200,0,False,False,True
rules,1,100000,43,43,-200.0,200,0,False,False,True
rules,1,100000,44,44,-200.0,200,0,False,False,True
rules,1,100000,46,46,-200.0,200,0,False,False,True
rules,1,100000,47,47,-200.0,200,0,False,False,True
rules,1,100000,48,48,-200.0,200,0,False,False,True
rules,1,100000,49,49,-200.0,200,0,False,False,True
rules,1,100000,51,51,-200.0,200,0,False,False,True
rules,1,100000,52,52,-200.0,200,0,False,False,True
rules,1,100000,53,53,-200.0,200,0,False,False,True
rules,1,100000,54,54,-200.0,200,0,False,False,True
rules,1,100000,61,61,-200.0,200,0,False,False,True
rules,1,100000,62,62,-200.0,200,0,False,False,True
rules,1,100000,63,63,-200.0,200,0,False,False,True
rules,1,100000,64,64,-200.0,200,0,False,False,True
rules,1,100000,66,66,-200.0,200,0,False,False,True
rules,1,100000,67,67,-200.0,200,0,False,False,True
rules,1,100000,68,68,-200.0,200,0,False,False,True
rules,1,100000,69,69,-200.0,200,0,False,False,True
rules,1,100000,71,71,-200.0,200,0,False,False,True
rules,1,100000,72,72,-200.0,200,0,False,False,True
rules,1,100000,73,73,-200.0,200,0,False,False,True
rules,1,100000,74,74,-200.0,200,0,False,False,True
rules,1,100000,81,81,-200.0,200,0,False,False,True
rules,1,100000,82,82,-200.0,200,0,False,False,True
rules,1,100000,83,83,-200.0,200,0,False,False,True
rules,1,100000,84,84,-200.0,200,0,False,False,True
rules,1,100000,86,86,-200.0,200,0,False,False,True
rules,1,100000,87,87,-200.0,200,0,False,False,True
rules,1,100000,88,88,-200.0,200,0,False,False,True
rules,1,100000,89,89,-200.0,200,0,False,False,True
rules,1,100000,91,91,-200.0,200,0,False,False,True
rules,1,100000,92,92,-200.0,200,0,False,False,True
rules,1,100000,93,93,-200.0,200,0,False,False,True
rules,1,100000,94,94,-200.0,200,0,False,False,True
rules,1,100000,101,1,-200.0,200,0,False,False,True
rules,1,100000,102,2,-200.0,200,0,False,False,True
rules,1,100000,103,3,-200.0,200,0,False,False,True
rules,1,100000,104,4,-200.0,200,0,False,False,True
rules,1,100000,106,6,-200.0,200,0,False,False,True
rules,1,100000,107,7,-200.0,200,0,False,False,True
rules,1,100000,108,8,-200.0,200,0,False,False,True
rules,1,100000,109,9,-200.0,200,0,False,False,True
rules,1,100000,111,11,-200.0,200,0,False,False,True
rules,1,100000,112,12,-200.0,200,0,False,False,True
rules,1,100000,113,13,-200.0,200,0,False,False,True
rules,1,100000,114,14,-200.0,200,0,False,False,True
rules,1,100000,121,21,-200.0,200,0,False,False,True
rules,1,100000,122,22,-200.0,200,0,False,False,True
rules,1,100000,123,23,-200.0,200,0,False,False,True
rules,1,100000,124,24,-200.0,200,0,False,False,True
rules,1,100000,126,26,-200.0,200,0,False,False,True
rules,1,100000,127,27,-200.0,200,0,False,False,True
rules,1,100000,128,28,-200.0,200,0,False,False,True
rules,1,100000,129,29,-200.0,200,0,False,False,True
rules,1,100000,131,31,-200.0,200,0,False,False,True
rules,1,100000,132,32,-200.0,200,0,False,False,True
rules,1,100000,133,33,-200.0,200,0,False,False,True
rules,1,100000,134,34,-200.0,200,0,False,False,True
rules,1,100000,141,41,-200.0,200,0,False,False,True
rules,1,100000,142,42,-200.0,200,0,False,False,True
rules,1,100000,143,43,-200.0,200,0,False,False,True
rules,1,100000,144,44,-200.0,200,0,False,False,True
rules,1,100000,146,46,-200.0,200,0,False,False,True
rules,1,100000,147,47,-200.0,200,0,False,False,True
rules,1,100000,148,48,-200.0,200,0,False,False,True
rules,1,100000,149,49,-200.0,200,0,False,False,True
rules,1,100000,151,51,-200.0,200,0,False,False,True
rules,1,100000,152,52,-200.0,200,0,False,False,True
rules,1,100000,153,53,-200.0,200,0,False,False,True
rules,1,100000,154,54,-200.0,200,0,False,False,True
rules,1,100000,161,61,-200.0,200,0,False,False,True
rules,1,100000,162,62,-200.0,200,0,False,False,True
rules,1,100000,163,63,-200.0,200,0,False,False,True
rules,1,100000,164,64,-200.0,200,0,False,False,True
rules,1,100000,166,66,-200.0,200,0,False,False,True
rules,1,100000,167,67,-200.0,200,0,False,False,True
rules,1,100000,168,68,-200.0,200,0,False,False,True
rules,1,100000,169,69,-200.0,200,0,False,False,True
rules,1,100000,171,71,-200.0,200,0,False,False,True
rules,1,100000,172,72,-200.0,200,0,False,False,True
rules,1,100000,173,73,-200.0,200,0,False,False,True
rules,1,100000,174,74,-200.0,200,0,False,False,True
rules,1,100000,181,81,-200.0,200,0,False,False,True
rules,1,100000,182,82,-200.0,200,0,False,False,True
rules,1,100000,183,83,-200.0,200,0,False,False,True
rules,1,100000,184,84,-200.0,200,0,False,False,True
rules,1,100000,186,86,-200.0,200,0,False,False,True
rules,1,100000,187,87,-200.0,200,0,False,False,True
rules,1,100000,188,88,-200.0,200,0,False,False,True
rules,1,100000,189,89,-200.0,200,0,False,False,True
rules,1,100000,191,91,-200.0,200,0,False,False,True
rules,1,100000,192,92,-200.0,200,0,False,False,True
rules,1,100000,193,93,-200.0,200,0,False,False,True
rules,1,100000,194,94,-200.0,200,0,False,False,True
rules,1,100000,201,1,-200.0,200,0,False,False,True
rules,1,100000,202,2,-200.0,200,0,False,False,True
rules,1,100000,203,3,-200.0,200,0,False,False,True
rules,1,100000,204,4,-200.0,200,0,False,False,True
rules,1,100000,206,6,-200.0,200,0,False,False,True
rules,1,100000,207,7,-200.0,200,0,False,False,True
rules,1,100000,208,8,-200.0,200,0,False,False,True
rules,1,100000,209,9,-200.0,200,0,False,False,True
rules,1,100000,211,11,-200.0,200,0,False,False,True
rules,1,100000,212,12,-200.0,200,0,False,False,True
rules,1,100000,213,13,-200.0,200,0,False,False,True
rules,1,100000,214,14,-200.0,200,0,False,False,True
rules,1,100000,221,21,-200.0,200,0,False,False,True
rules,1,100000,222,22,-200.0,200,0,False,False,True
rules,1,100000,223,23,-200.0,200,0,False,False,True
rules,1,100000,224,24,-200.0,200,0,False,False,True
rules,1,100000,226,26,-200.0,200,0,False,False,True
rules,1,100000,227,27,-200.0,200,0,False,False,True
rules,1,100000,228,28,-200.0,200,0,False,False,True
rules,1,100000,229,29,-200.0,200,0,False,False,True
rules,1,100000,231,31,-200.0,200,0,False,False,True
rules,1,100000,232,32,-200.0,200,0,False,False,True
rules,1,100000,233,33,-200.0,200,0,False,False,True
rules,1,100000,234,34,-200.0,200,0,False,False,True
rules,1,100000,241,41,-200.0,200,0,False,False,True
rules,1,100000,242,42,-200.0,200,0,False,False,True
rules,1,100000,243,43,-200.0,200,0,False,False,True
rules,1,100000,244,44,-200.0,200,0,False,False,True
rules,1,100000,246,46,-200.0,200,0,False,False,True
rules,1,100000,247,47,-200.0,200,0,False,False,True
rules,1,100000,248,48,-200.0,200,0,False,False,True
rules,1,100000,249,49,-200.0,200,0,False,False,True
rules,1,100000,251,51,-200.0,200,0,False,False,True
rules,1,100000,252,52,-200.0,200,0,False,False,True
rules,1,100000,253,53,-200.0,200,0,False,False,True
rules,1,100000,254,54,-200.0,200,0,False,False,True
rules,1,100000,261,61,-200.0,200,0,False,False,True
rules,1,100000,262,62,-200.0,200,0,False,False,True
rules,1,100000,263,63,-200.0,200,0,False,False,True
rules,1,100000,264,64,-200.0,200,0,False,False,True
rules,1,100000,266,66,-200.0,200,0,False,False,True
rules,1,100000,267,67,-200.0,200,0,False,False,True
rules,1,100000,268,68,-200.0,200,0,False,False,True
rules,1,100000,269,69,-200.0,200,0,False,False,True
rules,1,100000,271,71,-200.0,200,0,False,False,True
rules,1,100000,272,72,-200.0,200,0,False,False,True
rules,1,100000,273,73,-200.0,200,0,False,False,True
rules,1,100000,274,74,-200.0,200,0,False,False,True
rules,1,100000,281,81,-200.0,200,0,False,False,True
rules,1,100000,282,82,-200.0,200,0,False,False,True
rules,1,100000,283,83,-200.0,200,0,False,False,True
rules,1,100000,284,84,-200.0,200,0,False,False,True
rules,1,100000,286,86,-200.0,200,0,False,False,True
rules,1,100000,287,87,-200.0,200,0,False,False,True
rules,1,100000,288,88,-200.0,200,0,False,False,True
rules,1,100000,289,89,-200.0,200,0,False,False,True
rules,1,100000,291,91,-200.0,200,0,False,False,True
rules,1,100000,292,92,-200.0,200,0,False,False,True
rules,1,100000,293,93,-200.0,200,0,False,False,True
rules,1,100000,294,94,-200.0,200,0,False,False,True
rules,1,100000,301,1,-200.0,200,0,False,False,True
rules,1,100000,302,2,-200.0,200,0,False,False,True
rules,1,100000,303,3,-200.0,200,0,False,False,True
rules,1,100000,304,4,-200.0,200,0,False,False,True
rules,1,100000,306,6,-200.0,200,0,False,False,True
rules,1,100000,307,7,-200.0,200,0,False,False,True
rules,1,100000,308,8,-200.0,200,0,False,False,True
rules,1,100000,309,9,-200.0,200,0,False,False,True
rules,1,100000,311,11,-200.0,200,0,False,False,True
rules,1,100000,312,12,-200.0,200,0,False,False,True
rules,1,100000,313,13,-200.0,200,0,False,False,True
rules,1,100000,314,14,-200.0,200,0,False,False,True
rules,1,100000,321,21,-200.0,200,0,False,False,True
rules,1,100000,322,22,-200.0,200,0,False,False,True
rules,1,100000,323,23,-200.0,200,0,False,False,True
rules,1,100000,324,24,-200.0,200,0,False,False,True
rules,1,100000,326,26,-200.0,200,0,False,False,True
rules,1,100000,327,27,-200.0,200,0,False,False,True
rules,1,100000,328,28,-200.0,200,0,False,False,True
rules,1,100000,329,29,-200.0,200,0,False,False,True
rules,1,100000,331,31,-200.0,200,0,False,False,True
rules,1,100000,332,32,-200.0,200,0,False,False,True
rules,1,100000,333,33,-200.0,200,0,False,False,True
rules,1,100000,334,34,-200.0,200,0,False,False,True
rules,1,100000,341,41,-200.0,200,0,False,False,True
rules,1,100000,342,42,-200.0,200,0,False,False,True
rules,1,100000,343,43,-200.0,200,0,False,False,True
rules,1,100000,344,44,-200.0,200,0,False,False,True
rules,1,100000,346,46,-200.0,200,0,False,False,True
rules,1,100000,347,47,-200.0,200,0,False,False,True
rules,1,100000,348,48,-200.0,200,0,False,False,True
rules,1,100000,349,49,-200.0,200,0,False,False,True
rules,1,100000,351,51,-200.0,200,0,False,False,True
rules,1,100000,352,52,-200.0,200,0,False,False,True
rules,1,100000,353,53,-200.0,200,0,False,False,True
rules,1,100000,354,54,-200.0,200,0,False,False,True
rules,1,100000,361,61,-200.0,200,0,False,False,True
rules,1,100000,362,62,-200.0,200,0,False,False,True
rules,1,100000,363,63,-200.0,200,0,False,False,True
rules,1,100000,364,64,-200.0,200,0,False,False,True
rules,1,100000,366,66,-200.0,200,0,False,False,True
rules,1,100000,367,67,-200.0,200,0,False,False,True
rules,1,100000,368,68,-200.0,200,0,False,False,True
rules,1,100000,369,69,-200.0,200,0,False,False,True
rules,1,100000,371,71,-200.0,200,0,False,False,True
rules,1,100000,372,72,-200.0,200,0,False,False,True
rules,1,100000,373,73,-200.0,200,0,False,False,True
rules,1,100000,374,74,-200.0,200,0,False,False,True
rules,1,100000,381,81,-200.0,200,0,False,False,True
rules,1,100000,382,82,-200.0,200,0,False,False,True
rules,1,100000,383,83,-200.0,200,0,False,False,True
rules,1,100000,384,84,-200.0,200,0,False,False,True
rules,1,100000,386,86,-200.0,200,0,False,False,True
rules,1,100000,387,87,-200.0,200,0,False,False,True
rules,1,100000,388,88,-200.0,200,0,False,False,True
rules,1,100000,389,89,-200.0,200,0,False,False,True
rules,1,100000,391,91,-200.0,200,0,False,False,True
rules,1,100000,392,92,-200.0,200,0,False,False,True
rules,1,100000,393,93,-200.0,200,0,False,False,True
rules,1,100000,394,94,-200.0,200,0,False,False,True
rules,1,100000,401,1,-200.0,200,0,False,False,True
rules,1,100000,402,2,-200.0,200,0,False,False,True
rules,1,100000,403,3,-200.0,200,0,False,False,True
rules,1,100000,404,4,-200.0,200,0,False,False,True
rules,1,100000,406,6,-200.0,200,0,False,False,True
rules,1,100000,407,7,-200.0,200,0,False,False,True
rules,1,100000,408,8,-200.0,200,0,False,False,True
rules,1,100000,409,9,-200.0,200,0,False,False,True
rules,1,100000,411,11,-200.0,200,0,False,False,True
rules,1,100000,412,12,-200.0,200,0,False,False,True
rules,1,100000,413,13,-200.0,200,0,False,False,True
rules,1,100000,414,14,-200.0,200,0,False,False,True
rules,1,100000,421,21,-200.0,200,0,False,False,True
rules,1,100000,422,22,-200.0,200,0,False,False,True
rules,1,100000,423,23,-200.0,200,0,False,False,True
rules,1,100000,424,24,-200.0,200,0,False,False,True
rules,1,100000,426,26,-200.0,200,0,False,False,True
rules,1,100000,427,27,-200.0,200,0,False,False,True
rules,1,100000,428,28,-200.0,200,0,False,False,True
rules,1,100000,429,29,-200.0,200,0,False,False,True
rules,1,100000,431,31,-200.0,200,0,False,False,True
rules,1,100000,432,32,-200.0,200,0,False,False,True
rules,1,100000,433,33,-200.0,200,0,False,False,True
rules,1,100000,434,34,-200.0,200,0,False,False,True
rules,1,100000,441,41,-200.0,200,0,False,False,True
rules,1,100000,442,42,-200.0,200,0,False,False,True
rules,1,100000,443,43,-200.0,200,0,False,False,True
rules,1,100000,444,44,-200.0,200,0,False,False,True
rules,1,100000,446,46,-200.0,200,0,False,False,True
rules,1,100000,447,47,-200.0,200,0,False,False,True
rules,1,100000,448,48,-200.0,200,0,False,False,True
rules,1,100000,449,49,-200.0,200,0,False,False,True
rules,1,100000,451,51,-200.0,200,0,False,False,True
rules,1,100000,452,52,-200.0,200,0,False,False,True
rules,1,100000,453,53,-200.0,200,0,False,False,True
rules,1,100000,454,54,-200.0,200,0,False,False,True
rules,1,100000,461,61,-200.0,200,0,False,False,True
rules,1,100000,462,62,-200.0,200,0,False,False,True
rules,1,100000,463,63,-200.0,200,0,False,False,True
rules,1,100000,464,64,-200.0,200,0,False,False,True
rules,1,100000,466,66,-200.0,200,0,False,False,True
rules,1,100000,467,67,-200.0,200,0,False,False,True
rules,1,100000,468,68,-200.0,200,0,False,False,True
rules,1,100000,469,69,-200.0,200,0,False,False,True
rules,1,100000,471,71,-200.0,200,0,False,False,True
rules,1,100000,472,72,-200.0,200,0,False,False,True
rules,1,100000,473,73,-200.0,200,0,False,False,True
rules,1,100000,474,74,-200.0,200,0,False,False,True
rules,1,100000,481,81,-200.0,200,0,False,False,True
rules,1,100000,482,82,-200.0,200,0,False,False,True
rules,1,100000,483,83,-200.0,200,0,False,False,True
